Año;Departamento;CUI;Proyecto;PIA;PIM;Certificación;CompromisoAnual;AtencióndeCompromisoMensual;Devengado;Girado
2023;CAJAMARCA;2591594;2591594: CREACION DEL SERVICIO POLICIAL OPERATIVO BASICO EN LA COMISARIA PNP SAN ANDRES DE CUTERVO DISTRITO DE SAN ANDRES DE CUTERVO DE LA PROVINCIA DE CUTERVO DEL DEPARTAMENTO DE CAJAMARCA;0.00;98813.00;95139.00;92689.00;92689.00;92689.00;92689.00
2023;CAJAMARCA;2625832;"2625832: ADQUISICION DE SISTEMA DE VIDEO VIGILANCIA; EN EL(LA) SEGURIDAD CIUDADANA LOCAL DISTRITO DE CAJABAMBA, PROVINCIA CAJABAMBA, DEPARTAMENTO CAJAMARCA";0.00;115024.00;0.00;0.00;0.00;0.00;0.00
2023;CAJAMARCA;3000355;3000355: PATRULLAJE POR SECTOR;14100446.00;16143320.00;15410498.00;15358502.00;14993559.00;14891987.00;14875374.00
2023;CAJAMARCA;3000356;3000356: COMUNIDAD ORGANIZADA A FAVOR DE LA SEGURIDAD CIUDADANA;1941654.00;3027996.00;2877180.00;2849830.00;2822894.00;2774697.00;2774167.00
2023;CALLAO;2446860;2446860: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE VENTANILLA - PROVINCIA DE CALLAO - DEPARTAMENTO DE CALLAO;0.00;10973222.00;10973220.00;10973220.00;10973220.00;10973220.00;8766588.00
2023;CALLAO;2512476;2512476: AMPLIACION DEL SERVICIO DE VIDEO VIGILANCIA EN LOS PUESTOS DE AUXILIO RAPIDO DE LA GERENCIA DE SERENAZGO EN EL CALLAO CERCADO - DEL DISTRITO DE CALLAO - PROVINCIA CONSTITUCIONAL DEL CALLAO - DEPARTAMENTO DE CALLAO;0.00;14196003.00;14043570.00;13255192.00;12056759.00;11933788.00;11933788.00
2023;CALLAO;2525523;2525523: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN MI PERU, DISTRITO DE MI PERU - PROVINCIA DE CALLAO - DEPARTAMENTO DE CALLAO;3330668.00;39590.00;39590.00;39590.00;39590.00;39590.00;39590.00
2023;CALLAO;2555835;2555835: CREACION DE LA ESTACION DE VIDEOVIGILANCIA DE SEGURIDAD CIUDADANA EN EL PARQUE MIGUEL GRAU, UBICADO EN AV. HAYA DE LA TORRE CDRA. 5 Y CALLE UCAYALI CDRA. 2, URB. SANTA LUISA DEL DISTRITO DE LA PERLA - PROVINCIA DE CALLAO - DEPARTAMENTO DE CALLAO;0.00;539728.00;539727.00;539727.00;539727.00;539727.00;539727.00
2023;CALLAO;2572765;"2572765: ADQUISICION DE VEHICULO AEREO NO TRIPULADO - DRONE, CUATRIMOTO, CAPACIDAD HUMANA Y EQUIPO DE OTROS ACTIVOS COMPLEMENTARIOS; ADEMAS DE OTROS ACTIVOS EN EL(LA) DEL SECTOR, N, E Y VILLA EMILIA EN LA LOCALIDAD MI PERU, DISTRITO DE MI PERU, PROVINCIA CONSTITUCIONAL DEL CALLAO, DEPARTAMENTO CALLAO";0.00;335665.00;335663.00;335663.00;335663.00;335663.00;335663.00
2023;CALLAO;2590487;"2590487: ADQUISICION DE EQUIPO DE CAPACITACION, MOBILIARIO DE OFICINA, EQUIPO DE SEGURIDAD PARA EL SERVICIO DE CONTROL Y CAPACIDAD HUMANA; EN EL(LA) SUBGERENCIA DE SERENAZGO EN LA LOCALIDAD MI PERU, DISTRITO DE MI PERU, PROVINCIA CONSTITUCIONAL DEL CALLAO, DEPARTAMENTO CALLAO";0.00;347507.00;347504.00;347504.00;347504.00;347504.00;347504.00
2023;CALLAO;2593395;2593395: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN EL DISTRITO DE CALLAO DE LA PROVINCIA DE CALLAO DEL DEPARTAMENTO DE CALLAO;0.00;150911.00;150910.00;0.00;0.00;0.00;0.00
2023;CALLAO;2615373;"2615373: ADQUISICION DE EQUIPOS COMPLEMENTARIOS Y EQUIPO DE CAPACITACION; EN EL(LA) GERENCIA DE SEGURIDAD CIUDADANA DEL DISTRITO DE MI PERU, PROVINCIA CONSTITUCIONAL DEL CALLAO, DEPARTAMENTO CALLAO";0.00;686658.00;660698.00;660198.00;654561.00;654561.00;654561.00
2023;CALLAO;3000355;3000355: PATRULLAJE POR SECTOR;42630076.00;52645001.00;50732925.00;49658633.00;49043403.00;47920408.00;47879739.00
2023;CALLAO;3000356;3000356: COMUNIDAD ORGANIZADA A FAVOR DE LA SEGURIDAD CIUDADANA;1906056.00;5440584.00;4515094.00;4381533.00;4368179.00;4152717.00;4146717.00
2023;CUSCO;2017435;2017435: IMPLEMENTACION DEL SERVICIO DE SERENAZGO;4815659.00;5229137.00;5140349.00;5119478.00;5108498.00;5105149.00;5057762.00
2023;CUSCO;2017436;2017436: AMPLIACION DEL SERVICIO DE SERENAZGO;1650085.00;3301228.00;3191515.00;3151224.00;3106069.00;2893739.00;2892311.00
2023;CUSCO;2152862;2152862: MEJORAMIENTO DE LA PRESTACION DE SERVICIOS DE SEGURIDAD CIUDADANA EN EL DISTRITO DE URUBAMBA, PROVINCIA DE URUBAMBA - CUSCO;500000.00;0.00;0.00;0.00;0.00;0.00;0.00
2023;CUSCO;2196985;2196985: MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SEGURIDAD CIUDADANA DE PICHARI CAPITAL, DISTRITO DE PICHARI - LA CONVENCION - CUSCO;0.00;2779758.00;2758823.00;2754823.00;2540870.00;2540870.00;2540870.00
2023;CUSCO;2236974;2236974: MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SEGURIDAD CIUDADANA EN EL, DISTRITO DE PISAC - CALCA - CUSCO;0.00;12500.00;12500.00;12500.00;12500.00;12500.00;12500.00
2023;CUSCO;2309756;2309756: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA DE LA CIUDAD DE OLLANTAYTAMBO, DISTRITO DE OLLANTAYTAMBO - URUBAMBA - CUSCO DISTRITO DE OLLANTAYTAMBO - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO;0.00;1933647.00;1922435.00;1899199.00;1893667.00;1893667.00;1892769.00
2023;CUSCO;2309829;2309829: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD VECINAL Y COMUNAL EN EL, DISTRITO DE SUYCKUTAMBO - ESPINAR - CUSCO;0.00;45366.00;43831.00;43013.00;43013.00;43013.00;43013.00
2023;CUSCO;2338683;2338683: MEJORAMIENTO, AMPLIACION DE LA PRESTACION DEL SERVICIO DE SEGURIDAD CIUDADANA Y SERENAZGO EN EL, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO;7323177.00;28077782.00;4730946.00;3161057.00;3161057.00;3161057.00;3161057.00
2023;CUSCO;2370905;2370905: MEJORAMIENTO DEL SERVICIO DE VIGILANCIA DE LAS JUNTAS VECINALES Y RONDAS CAMPESINAS DEL DISTRITO DE HUANOQUITE - PROVINCIA DE PARURO - DEPARTAMENTO DE CUSCO;74250.00;0.00;0.00;0.00;0.00;0.00;0.00
2023;CUSCO;2438294;2438294: MEJORAMIENTO Y AMPLIACION DE LA PRESTACION DEL SERVICIO DE SEGURIDAD CIUDADANA CUENCA DE VILCABAMBA Y CUENCA DE SAN MIGUEL DEL DISTRITO DE VILCABAMBA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;0.00;28382.00;27881.00;27881.00;27881.00;27881.00;27881.00
2023;CUSCO;2438873;2438873: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE CAICAY - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO;0.00;13000.00;13000.00;13000.00;13000.00;13000.00;13000.00
2023;CUSCO;2440230;2440230: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE MARCAPATA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO;0.00;19500.00;4500.00;4500.00;4500.00;4500.00;4500.00
2023;CUSCO;2445227;2445227: MEJORAMIENTO DEL SERVICIO DE VIGILANCIA CIUDADANA RURAL Y URBANA EN EL DISTRITO DE CHAMACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO;0.00;18000.00;18000.00;18000.00;18000.00;18000.00;18000.00
2023;CUSCO;2445430;2445430: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN LAS CUENCAS DE CHAUPIMAYO, SACSARA, SALKANTAY Y VILCANOTA DEL DISTRITO DE SANTA TERESA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;0.00;1163248.00;1146370.00;1146370.00;1146016.00;1124516.00;1124516.00
2023;CUSCO;2445551;2445551: AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LOS TRES CENTROS POBLADOS DEL DISTRITO DE OCOBAMBA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;0.00;1504798.00;1498100.00;1490600.00;1460294.00;1456794.00;1456794.00
2023;CUSCO;2449026;2449026: MEJORAMIENTO DEL SERVICIO DE VIGILANCIA COMUNITARIA EN LAS ZONALES DE ECHARATE, PALMA REAL, KITENI, KEPASHIATO E IVOCHOTE EN EL DISTRITO DE ECHARATE - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;696087.00;3843527.00;3830481.00;3830301.00;3830301.00;3609254.00;3607279.00
2023;CUSCO;2450555;2450555: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN EL DISTRITO DE CHECACUPE - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO;0.00;334336.00;260550.00;260550.00;260550.00;260550.00;260050.00
2023;CUSCO;2450794;2450794: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA DISTRITO DE MARANURA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;0.00;491551.00;488763.00;480329.00;480329.00;477829.00;477829.00
2023;CUSCO;2451275;2451275: MEJORAMIENTO DE SERVICIOS DE SEGURIDAD CIUDADANA Y COMUNAL DISTRITO DE CHINCHERO - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO;0.00;14000.00;14000.00;14000.00;14000.00;14000.00;14000.00
2023;CUSCO;2455349;2455349: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA Y RONDAS CAMPESINAS EN EL DISTRITO DE URCOS - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO;0.00;612936.00;546632.00;546632.00;527606.00;518012.00;518012.00
2023;CUSCO;2455352;2455352: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN LA ZONA URBANA DEL DISTRITO DE SICUANI - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO;2000000.00;4779696.00;4721306.00;4721306.00;4721306.00;4718306.00;4718306.00
2023;CUSCO;2455353;2455353: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD COMUNAL EN EL DISTRITO DE SICUANI - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO;2000000.00;2400605.00;2251641.00;2240427.00;2240427.00;2240427.00;2240427.00
2023;CUSCO;2457776;2457776: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE CHECCA - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO;400000.00;13000.00;13000.00;13000.00;13000.00;13000.00;13000.00
2023;CUSCO;2459241;2459241: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA DISTRITO DE ESPINAR - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO;0.00;5105.00;5105.00;5105.00;5105.00;5105.00;5105.00
2023;CUSCO;2461943;2461943: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE MEGANTONI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;874656.00;10942387.00;10777697.00;10661729.00;10364375.00;10364375.00;10364375.00
2023;CUSCO;2463186;2463186: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD VECINAL Y COMUNAL DISTRITO DE ANCAHUASI - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO;240000.00;10000.00;0.00;0.00;0.00;0.00;0.00
2023;CUSCO;2468340;2468340: MEJORAMIENTO DE LAS CAPACIDADES OPERATIVAS DEL DEPARTAMENTO DE SEGURIDAD CIUDADANA Y POLICIA MUNICIPAL DEL DISTRITO DE QUELLOUNO - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;0.00;4565448.00;4364974.00;4222082.00;4211402.00;3852802.00;3852802.00
2023;CUSCO;2469081;2469081: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD VECINAL Y COMUNAL EN EL AMBITO DEL DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO;500000.00;403225.00;403224.00;403224.00;382424.00;382424.00;382424.00
2023;CUSCO;2469583;2469583: AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE HUAROCONDO - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO;0.00;482679.00;464479.00;463979.00;463979.00;463979.00;463979.00
2023;CUSCO;2469947;2469947: MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SEGURIDAD CIUDADANA DISTRITO DE POROY - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO;0.00;537879.00;513520.00;472690.00;436059.00;407059.00;407059.00
2023;CUSCO;2484075;2484075: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL DEL DISTRITO DE YANAOCA - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO;500000.00;656530.00;583292.00;583292.00;583292.00;581764.00;581764.00
2023;CUSCO;2489643;2489643: MEJORAMIENTO Y AMPLIACION DE LA CAPACIDAD OPERATIVA DEL SERVICIO DE SEGURIDAD CIUDADANA DEL DISTRITO DE SANTA ANA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;0.00;83222.00;83221.00;83221.00;82573.00;82573.00;82573.00
2023;CUSCO;2492684;2492684: MEJORAMIENTO DE LOS SERVICIOS DE SEGURIDAD CIUDADANA URBANO Y RURAL EN EL DISTRITO DE ACOMAYO - PROVINCIA DE ACOMAYO - DEPARTAMENTO DE CUSCO;0.00;386050.00;336311.00;335040.00;335000.00;332500.00;332500.00
2023;CUSCO;2493453;2493453: AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL AMBITO URBANO Y RURAL DEL DISTRITO DE VELILLE - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO;0.00;1045157.00;1044821.00;1044821.00;1044821.00;1044821.00;1044821.00
2023;CUSCO;2498368;2498368: MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DEL PERSONAL DE SERENAZGO Y PREVENCION DEL DELITO EN EL DISTRITO DE SANTO TOMAS - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO;0.00;1046461.00;1044956.00;1044468.00;1040025.00;1040025.00;1040025.00
2023;CUSCO;2499877;2499877: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD VECINAL Y COMUNAL EN EL DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO;296898.00;0.00;0.00;0.00;0.00;0.00;0.00
2023;CUSCO;2503330;2503330: MEJORAMIENTO DE LA PRESTACION DE LOS SERVICIOS DE SEGURIDAD CIUDADANA EN EL DISTRITO DE MARAS - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO;651138.00;733699.00;687617.00;687617.00;687617.00;687617.00;687617.00
2023;CUSCO;2505606;2505606: MEJORAMIENTO DEL SERVICIO PUBLICO DE SEGURIDAD CIUDADANA DE LA MUNCIPALIDAD DE WANCHAQ EN EL DISTRITO DE WANCHAQ - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO;3920010.00;2697264.00;396684.00;396684.00;396684.00;396684.00;396684.00
2023;CUSCO;2507242;2507242: CREACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL AMBITO URBANO Y RURAL DEL DISTRITO DE KOSÑIPATA - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO;1073000.00;1169060.00;1158979.00;1067326.00;1060026.00;1051006.00;1051006.00
2023;CUSCO;2510583;2510583: MEJORAMIENTO DEL SERVICIO DEL COMITE VECINAL Y RONDAS CAMPESINAS DISTRITO DE PICHIGUA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO;400000.00;416696.00;320471.00;320471.00;320471.00;320471.00;320471.00
2023;CUSCO;2517476;2517476: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE PALLPATA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO;16050.00;16050.00;0.00;0.00;0.00;0.00;0.00
2023;CUSCO;2517495;2517495: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA DEL DISTRITO DE OMACHA - PROVINCIA DE PARURO - DEPARTAMENTO DE CUSCO;200000.00;492566.00;492464.00;477286.00;477285.00;477285.00;477285.00
2023;CUSCO;2523564;2523564: MEJORAMIENTO DEL SERVICIO DE VIGILANCIA CIUDADANA URBANA Y RURAL DEL DISTRITO DE CCATCA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO;0.00;1118000.00;1026516.00;999516.00;986873.00;986873.00;986873.00
2023;CUSCO;2524978;2524978: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LOS CENTRO POBLADOS DEL DISTRITO DE PICHARI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;0.00;3767642.00;3682259.00;3679370.00;3629065.00;3629065.00;3629065.00
2023;CUSCO;2544057;2544057: MEJORAMIENTO DEL SERVICIO MUNICIPAL DE SEGURIDAD CIUDADANA EN EL DISTRITO DE COLQUEMARCA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO;20000.00;898.00;898.00;898.00;898.00;898.00;898.00
2023;CUSCO;2545026;2545026: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD VECINAL Y COMUNAL EN EL DISTRITO DE QUEHUE - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO;0.00;103000.00;102978.00;102978.00;92978.00;92978.00;92978.00
2023;CUSCO;2547769;"2547769: ADQUISICION DE SISTEMA DE SEGURIDAD Y VIGILANCIA; EN EL(LA) DIVISION DE SEGURIDAD CIUDADANA DE LA SUB GERENCIA DE SEGURIDAD CIUDADANA Y SERVICIOS MUNICIPALES, DE LA MUNICIPALIDAD PROVINCIAL DEL CUSCO EN LA LOCALIDAD WANCHAQ, DISTRITO DE WANCHAQ, PROVINCIA CUSCO, DEPARTAMENTO CUSCO";3083864.00;1776138.00;489409.00;482759.00;481359.00;481359.00;476764.00
2023;CUSCO;2552095;2552095: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE KIMBIRI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;0.00;2857873.00;2804994.00;2736589.00;2734219.00;2734219.00;2734219.00
2023;CUSCO;2555137;2555137: MEJORAMIENTO DEL SISTEMA PREVENTIVO DE SEGURIDAD LOCAL DEL DISTRITO DE SAN PABLO - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO;0.00;678622.00;678433.00;678433.00;678412.00;678412.00;678412.00
2023;CUSCO;2562813;2562813: MEJORAMIENTO DEL SERVICIO DE PATRULLAJE Y VIGILANCIA MUNICIPAL PARA LA SEGURIDAD CIUDADANA EN EL DISTRITO DE CAMANTI - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO;0.00;602768.00;602512.00;602512.00;602512.00;602512.00;602512.00
2023;CUSCO;2564937;2564937: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE VIGILANCIA CIUDADANA URBANA Y RURAL DEL DISTRITO DE MARCAPATA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO;0.00;776567.00;776565.00;776565.00;776565.00;776565.00;776565.00
2023;CUSCO;2567859;2567859: MEJORAMIENTO DEL SERVICIO DE LAS RONDAS URBANAS, RURALES Y DE LA CAPACIDAD DE RESPUESTA DEL SERVICIO DE SERENAZGO DE LA MUNICIPALIDAD DEL DISTRITO DE COYA - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO;0.00;496681.00;436949.00;436949.00;436949.00;436949.00;436949.00
2023;CUSCO;2568006;2568006: MEJORAMIENTO DEL SERVICIO DE ATENCION DE EMERGENCIAS DEL ORDEN PUBLICO EN LAS COMUNIDADES Y LOCALIDAD DE DISTRITO DE CUSIPATA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO;0.00;335356.00;335354.00;334748.00;332939.00;332939.00;332939.00
2023;CUSCO;2568482;2568482: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA Y COMUNAL DISTRITO DE OCORURO - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO;0.00;384720.00;364679.00;364679.00;364679.00;364679.00;364679.00
2023;CUSCO;2569790;2569790: MEJORAMIENTO DE LA CAPACIDAD DE RESPUESTA DE LOS SERVICIOS DE SEGURIDAD CIUDADANA Y COMUNAL EN EL DISTRITO DE POMACANCHI - PROVINCIA DE ACOMAYO - DEPARTAMENTO DE CUSCO;0.00;609217.00;542346.00;542346.00;542346.00;542346.00;542346.00
2023;CUSCO;2570790;2570790: MEJORAMIENTO DE LOS SERVICIOS DE SEGURIDAD CIUDADANA DE LA SUB GERENCIA DE SEGURIDAD CIUDADANA Y TURISMO DEL DISTRITO DE MACHUPICCHU - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO;0.00;983272.00;945386.00;945386.00;945386.00;945386.00;945386.00
2023;CUSCO;2572590;2572590: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD VECINAL Y COMUNAL EN EL AMBITO DEL DISTRITO DE CHECCA - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO;0.00;309962.00;300311.00;300311.00;300311.00;300311.00;300311.00
2023;CUSCO;2573193;2573193: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN LA LOCALIDAD DE PITUMARCA DISTRITO DE PITUMARCA DE LA PROVINCIA DE CANCHIS DEL DEPARTAMENTO DE CUSCO;0.00;530000.00;478484.00;478484.00;478484.00;478484.00;478484.00
2023;CUSCO;2573395;2573395: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN TUPAC AMARU DISTRITO DE TUPAC AMARU DE LA PROVINCIA DE CANAS DEL DEPARTAMENTO DE CUSCO;0.00;139401.00;139400.00;139400.00;139400.00;139400.00;139400.00
2023;CUSCO;2573466;2573466: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD VECINAL Y RONDAS CAMPESINAS EN EL DISTRITO DE ALTO PICHIGUA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO;0.00;311149.00;309210.00;293296.00;289421.00;289421.00;289421.00
2023;CUSCO;2573978;2573978: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN EL AMBITO URBANO Y RURAL DEL DISTRITO DE PALLPATA DE LA PROVINCIA DE ESPINAR DEL DEPARTAMENTO DE CUSCO;0.00;1259416.00;1023013.00;1019547.00;1017205.00;1017205.00;1017205.00
2023;CUSCO;2574270;2574270: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN EL AMBITO DEL DISTRITO DE KUNTURKANKI DE LA PROVINCIA DE CANAS DEL DEPARTAMENTO DE CUSCO;0.00;134934.00;85001.00;85001.00;85001.00;85001.00;85001.00
2023;CUSCO;2574367;2574367: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN TINTA DE CENTRO POBLADO TINTA DISTRITO DE TINTA DE LA PROVINCIA DE CANCHIS DEL DEPARTAMENTO DE CUSCO;0.00;350000.00;345581.00;345461.00;345461.00;345461.00;345461.00
2023;CUSCO;2574476;2574476: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN TARAY DISTRITO DE TARAY DE LA PROVINCIA DE CALCA DEL DEPARTAMENTO DE CUSCO;0.00;267883.00;267015.00;265465.00;262073.00;262073.00;262073.00
2023;CUSCO;2574580;2574580: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN EL AMBITO URBANO Y RURAL DEL DISTRITO DE ANCAHUASI DE LA PROVINCIA DE ANTA DEL DEPARTAMENTO DE CUSCO;0.00;732325.00;732323.00;712414.00;706508.00;706508.00;706508.00
2023;CUSCO;2575389;2575389: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN LOS SECTORES DEL DISTRITO DE HUAYOPATA DE LA PROVINCIA DE LA CONVENCION DEL DEPARTAMENTO DE CUSCO;0.00;762271.00;762269.00;762269.00;762269.00;762269.00;762269.00
2023;CUSCO;2576297;2576297: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN LA MUNICIPALIDAD DISTRITAL DE PUCYURA DISTRITO DE PUCYURA DE LA PROVINCIA DE ANTA DEL DEPARTAMENTO DE CUSCO;0.00;335137.00;335136.00;334710.00;334710.00;334710.00;334710.00
2023;CUSCO;2576768;2576768: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN EL AMBITO VECINAL Y COMUNAL DEL DISTRITO DE MARANGANI DE LA PROVINCIA DE CANCHIS DEL DEPARTAMENTO DE CUSCO;0.00;386522.00;386521.00;382521.00;382521.00;382521.00;382521.00
2023;CUSCO;2576922;2576922: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL AMBITO URBANO Y RURAL DEL DISTRITO DE LANGUI - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO;0.00;102784.00;98601.00;97401.00;96201.00;96201.00;96201.00
2023;CUSCO;2576946;2576946: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN MUNICIPALIDAD DISTRITAL DE OROPESA DISTRITO DE OROPESA DE LA PROVINCIA DE QUISPICANCHI DEL DEPARTAMENTO DE CUSCO;0.00;533310.00;531440.00;531440.00;531440.00;531440.00;531440.00
2023;CUSCO;2577296;2577296: MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA DIVISION DE SEGURIDAD CIUDADANA Y POLICIA MUNICIPAL DE LA MUNICIPALIDAD DISTRITAL DE LAYO, DISTRITO DE LAYO DE LA PROVINCIA DE CANAS DEL DEPARTAMENTO DE CUSCO;0.00;759104.00;753563.00;753563.00;699676.00;699676.00;699676.00
2023;CUSCO;2577694;2577694: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA LOCAL EN EL DISTRITO DE SUYCKUTAMBO DE LA PROVINCIA DE ESPINAR DEL DEPARTAMENTO DE CUSCO;0.00;178574.00;155764.00;155764.00;155764.00;155764.00;155764.00
